n_qubits,state_model,first_crossing_density,delta_from_uniform,ratio_to_uniform,perturbation_amplitude,perturbation_frequency,phase_relaxation_steps_mean,torsion_hysteresis_mean,volatility_index_mean,volatility_index_max,catastrophic_unraveling_amplitude,spread_min,spread_max,spread,crossing_seed_count,density_threshold,wall_runtime_ms
6,uniform-random,0.12,,,0.6,52.25,44.333333,0.191288,0.411789,0.53102,0.6,0.12,0.12,0.0,2,0.12,48.415955
6,uniform-random,0.12,,,0.2,52.5,16.666667,0.070244,0.152122,0.173851,0.2,0.12,0.12,0.0,2,0.12,52.795427
6,uniform-random,0.12,,,0.6,52.5,48.833333,0.210733,0.453632,0.519209,0.6,0.12,0.12,0.0,2,0.12,46.094183
6,uniform-random,0.12,,,0.2,52.75,16.333333,0.070015,0.150971,0.177484,0.2,0.12,0.12,0.0,2,0.12,44.855573
6,uniform-random,0.12,,,0.6,52.75,48.5,0.210043,0.451741,0.532453,0.6,0.12,0.12,0.0,2,0.12,37.391047
6,uniform-random,0.12,,,0.2,53.0,15.0,0.063788,0.137824,0.171299,0.2,0.12,0.12,0.0,2,0.12,40.316956
6,uniform-random,0.12,,,0.6,53.0,44.333333,0.191362,0.411908,0.509209,0.6,0.12,0.12,0.0,2,0.12,39.929953
6,uniform-random,0.12,,,0.2,53.25,14.666667,0.062222,0.134523,0.177514,0.2,0.12,0.12,0.0,2,0.12,46.253291
6,uniform-random,0.12,,,0.6,53.25,43.166667,0.186666,0.401615,0.532543,0.6,0.12,0.12,0.0,2,0.12,38.130363
6,uniform-random,0.12,,,0.2,53.5,15.333333,0.065449,0.141279,0.176955,0.2,0.12,0.12,0.0,2,0.12,42.779521
6,uniform-random,0.12,,,0.6,53.5,45.333333,0.196348,0.422276,0.530865,0.6,0.12,0.12,0.0,2,0.12,43.108854
