n_qubits,state_model,first_crossing_density,delta_from_uniform,ratio_to_uniform,perturbation_amplitude,perturbation_frequency,phase_relaxation_steps_mean,torsion_hysteresis_mean,volatility_index_mean,volatility_index_max,catastrophic_unraveling_amplitude,spread_min,spread_max,spread,crossing_seed_count,density_threshold,wall_runtime_ms
5,uniform-random,0.12,,,0.6,8.0,49.166667,0.212585,0.457395,0.518997,0.6,0.12,0.12,0.0,2,0.12,44.915533
5,uniform-random,0.12,,,0.0,10.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,48.585022
5,uniform-random,0.12,,,0.2,10.0,17.0,0.072772,0.156972,0.172696,0.2,0.12,0.12,0.0,2,0.12,39.969248
5,uniform-random,0.12,,,0.6,10.0,50.333333,0.218316,0.469354,0.513401,0.6,0.12,0.12,0.0,2,0.12,45.062016
5,uniform-random,0.12,,,0.0,12.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,44.445902
5,uniform-random,0.12,,,0.2,12.0,14.833333,0.062773,0.1358,0.175263,0.2,0.12,0.12,0.0,2,0.12,32.893549
5,uniform-random,0.12,,,0.6,12.0,43.666667,0.188318,0.405446,0.523447,0.6,0.12,0.12,0.0,2,0.12,38.720529
5,uniform-random,0.12,,,0.0,14.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,48.138175
5,uniform-random,0.12,,,0.2,14.0,15.166667,0.064506,0.139371,0.174097,0.2,0.12,0.12,0.0,2,0.12,37.943233
5,uniform-random,0.12,,,0.6,14.0,44.5,0.193519,0.415771,0.519948,0.6,0.12,0.12,0.0,2,0.12,42.866145
5,uniform-random,0.12,,,0.0,16.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,44.931761
5,uniform-random,0.12,,,0.2,16.0,15.333333,0.064776,0.140196,0.174685,0.2,0.12,0.12,0.0,2,0.12,55.66148
5,uniform-random,0.12,,,0.6,16.0,45.0,0.194328,0.418244,0.521711,0.6,0.12,0.12,0.0,2,0.12,46.127199
5,uniform-random,0.12,,,0.0,18.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,38.30744
5,uniform-random,0.12,,,0.2,18.0,16.166667,0.069169,0.14922,0.176294,0.2,0.12,0.12,0.0,2,0.12,35.563941
5,uniform-random,0.12,,,0.6,18.0,48.0,0.207508,0.446488,0.528881,0.6,0.12,0.12,0.0,2,0.12,33.82098
5,uniform-random,0.12,,,0.0,20.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,40.328751
5,uniform-random,0.12,,,0.2,20.0,17.5,0.07417,0.160394,0.172696,0.2,0.12,0.12,0.0,2,0.12,40.223876
5,uniform-random,0.12,,,0.6,20.0,51.333333,0.222509,0.478447,0.513401,0.6,0.12,0.12,0.0,2,0.12,42.56471
5,uniform-random,0.12,,,0.0,22.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,51.789085
5,uniform-random,0.12,,,0.2,22.0,14.833333,0.063018,0.136194,0.176412,0.2,0.12,0.12,0.0,2,0.12,35.314151
5,uniform-random,0.12,,,0.6,22.0,43.833333,0.189052,0.407019,0.529236,0.6,0.12,0.12,0.0,2,0.12,37.327137
5,uniform-random,0.12,,,0.0,24.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,38.972195
5,uniform-random,0.12,,,0.2,24.0,14.666667,0.062167,0.134434,0.168055,0.2,0.12,0.12,0.0,2,0.12,45.759148
5,uniform-random,0.12,,,0.6,24.0,43.0,0.186501,0.400959,0.504165,0.6,0.12,0.12,0.0,2,0.12,41.512426
5,uniform-random,0.12,,,0.0,26.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,42.651385
5,uniform-random,0.12,,,0.2,26.0,15.833333,0.066954,0.144873,0.17445,0.2,0.12,0.12,0.0,2,0.12,40.020457
5,uniform-random,0.12,,,0.6,26.0,46.5,0.200862,0.432277,0.521008,0.6,0.12,0.12,0.0,2,0.12,41.236221
5,uniform-random,0.12,,,0.0,28.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,35.201396
5,uniform-random,0.12,,,0.2,28.0,14.833333,0.063129,0.136374,0.167931,0.2,0.12,0.12,0.0,2,0.12,38.424538
5,uniform-random,0.12,,,0.6,28.0,43.666667,0.189388,0.407168,0.503792,0.6,0.12,0.12,0.0,2,0.12,39.897414
5,uniform-random,0.12,,,0.0,30.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,41.098149
5,uniform-random,0.12,,,0.2,30.0,18.333333,0.078247,0.168909,0.172696,0.2,0.12,0.12,0.0,2,0.12,36.221241
5,uniform-random,0.12,,,0.6,30.0,54.0,0.234741,0.504384,0.513401,0.6,0.12,0.12,0.0,2,0.12,35.442249
5,uniform-random,0.12,,,0.0,32.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,39.21704
5,uniform-random,0.12,,,0.2,32.0,13.0,0.05462,0.118382,0.172774,0.2,0.12,0.12,0.0,2,0.12,35.979481
5,uniform-random,0.12,,,0.6,32.0,38.0,0.163861,0.352801,0.513634,0.6,0.12,0.12,0.0,2,0.12,44.446429
5,uniform-random,0.12,,,0.0,34.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,43.377512
5,uniform-random,0.12,,,0.2,34.0,16.166667,0.069037,0.149007,0.173693,0.2,0.12,0.12,0.0,2,0.12,47.667432
5,uniform-random,0.12,,,0.6,34.0,47.666667,0.207109,0.445067,0.518734,0.6,0.12,0.12,0.0,2,0.12,40.14505
5,uniform-random,0.12,,,0.0,36.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,45.491176
5,uniform-random,0.12,,,0.2,36.0,13.666667,0.058343,0.125936,0.173155,0.2,0.12,0.12,0.0,2,0.12,38.561904
5,uniform-random,0.12,,,0.6,36.0,40.5,0.175029,0.376635,0.514778,0.6,0.12,0.12,0.0,2,0.12,40.313347
5,uniform-random,0.12,,,0.0,38.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,45.25102
5,uniform-random,0.12,,,0.2,38.0,17.0,0.072811,0.157034,0.176138,0.2,0.12,0.12,0.0,2,0.12,39.575886
5,uniform-random,0.12,,,0.6,38.0,50.5,0.218431,0.46993,0.528415,0.6,0.12,0.12,0.0,2,0.12,37.367334
5,uniform-random,0.12,,,0.0,40.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,35.150463
5,uniform-random,0.12,,,0.2,40.0,16.333333,0.069558,0.150236,0.172696,0.2,0.12,0.12,0.0,2,0.12,35.94768
5,uniform-random,0.12,,,0.6,40.0,48.0,0.208673,0.448364,0.513401,0.6,0.12,0.12,0.0,2,0.12,41.992933
